name,land.allocation,harvested.land,yield,expectedYield,expectedPrice,cost,expectedProfit,shareWeight,year,scenario
water_Wisconsin,2938.41369,NA,NA,NA,NA,NA,12872995,1,2020,Reference_Perfect_PCHES
water_Wisconsin,2938.41369,NA,NA,NA,NA,NA,12872995,1,2050,Reference_Perfect_PCHES
water_West Virginia,53.066160000000004,NA,NA,NA,NA,NA,12872995,1,2010,Reference_Perfect_PCHES
water_West Virginia,53.066160000000004,NA,NA,NA,NA,NA,12872995,1,2015,Reference_Perfect_PCHES
water_West Virginia,53.066160000000004,NA,NA,NA,NA,NA,12872995,1,2020,Reference_Perfect_PCHES
water_West Virginia,53.066160000000004,NA,NA,NA,NA,NA,12872995,1,2050,Reference_Perfect_PCHES
water_Washington,1160.63604,NA,NA,NA,NA,NA,12872995,1,2010,Reference_Perfect_PCHES
water_Washington,1160.63604,NA,NA,NA,NA,NA,12872995,1,2015,Reference_Perfect_PCHES
water_Washington,1160.63604,NA,NA,NA,NA,NA,12872995,1,2020,Reference_Perfect_PCHES
water_Washington,1160.63604,NA,NA,NA,NA,NA,12872995,1,2050,Reference_Perfect_PCHES
water_Virginia,832.94973,NA,NA,NA,NA,NA,12872995,1,2010,Reference_Perfect_PCHES
water_Virginia,832.94973,NA,NA,NA,NA,NA,12872995,1,2015,Reference_Perfect_PCHES
water_Virginia,832.94973,NA,NA,NA,NA,NA,12872995,1,2020,Reference_Perfect_PCHES
water_Virginia,832.94973,NA,NA,NA,NA,NA,12872995,1,2050,Reference_Perfect_PCHES
water_Vermont,97.85808,NA,NA,NA,NA,NA,12872995,1,2010,Reference_Perfect_PCHES
water_Vermont,97.85808,NA,NA,NA,NA,NA,12872995,1,2015,Reference_Perfect_PCHES
water_Vermont,97.85808,NA,NA,NA,NA,NA,12872995,1,2020,Reference_Perfect_PCHES
water_Vermont,97.85808,NA,NA,NA,NA,NA,12872995,1,2050,Reference_Perfect_PCHES
water_Utah,609.89337,NA,NA,NA,NA,NA,12872995,1,2010,Reference_Perfect_PCHES
water_Utah,609.89337,NA,NA,NA,NA,NA,12872995,1,2015,Reference_Perfect_PCHES
water_Utah,609.89337,NA,NA,NA,NA,NA,12872995,1,2020,Reference_Perfect_PCHES
water_Utah,609.89337,NA,NA,NA,NA,NA,12872995,1,2050,Reference_Perfect_PCHES
water_Texas,1618.8004800000003,NA,NA,NA,NA,NA,12872995,1,2010,Reference_Perfect_PCHES
water_Texas,1618.8004800000003,NA,NA,NA,NA,NA,12872995,1,2015,Reference_Perfect_PCHES
water_Texas,1618.8004800000003,NA,NA,NA,NA,NA,12872995,1,2020,Reference_Perfect_PCHES
water_Texas,1618.8004800000003,NA,NA,NA,NA,NA,12872995,1,2050,Reference_Perfect_PCHES
water_Tennessee,244.54494,NA,NA,NA,NA,NA,12872995,1,2010,Reference_Perfect_PCHES
water_Tennessee,244.54494,NA,NA,NA,NA,NA,12872995,1,2015,Reference_Perfect_PCHES
water_Tennessee,244.54494,NA,NA,NA,NA,NA,12872995,1,2020,Reference_Perfect_PCHES
water_Tennessee,244.54494,NA,NA,NA,NA,NA,12872995,1,2050,Reference_Perfect_PCHES
water_South Dakota,603.45252,NA,NA,NA,NA,NA,12872995,1,2010,Reference_Perfect_PCHES
water_South Dakota,603.45252,NA,NA,NA,NA,NA,12872995,1,2015,Reference_Perfect_PCHES
water_South Dakota,603.45252,NA,NA,NA,NA,NA,12872995,1,2020,Reference_Perfect_PCHES
water_South Dakota,603.45252,NA,NA,NA,NA,NA,12872995,1,2050,Reference_Perfect_PCHES
water_South Carolina,499.21479,NA,NA,NA,NA,NA,12872995,1,2010,Reference_Perfect_PCHES
water_South Carolina,499.21479,NA,NA,NA,NA,NA,12872995,1,2015,Reference_Perfect_PCHES
water_South Carolina,499.21479,NA,NA,NA,NA,NA,12872995,1,2020,Reference_Perfect_PCHES
water_South Carolina,499.21479,NA,NA,NA,NA,NA,12872995,1,2050,Reference_Perfect_PCHES
water_Rhode Island,127.80315,NA,NA,NA,NA,NA,12872995,1,2010,Reference_Perfect_PCHES
water_Rhode Island,127.80315,NA,NA,NA,NA,NA,12872995,1,2015,Reference_Perfect_PCHES
water_Rhode Island,127.80315,NA,NA,NA,NA,NA,12872995,1,2020,Reference_Perfect_PCHES
water_Rhode Island,127.80315,NA,NA,NA,NA,NA,12872995,1,2050,Reference_Perfect_PCHES
water_Pennsylvania,340.21008,NA,NA,NA,NA,NA,12872995,1,2010,Reference_Perfect_PCHES
water_Pennsylvania,340.21008,NA,NA,NA,NA,NA,12872995,1,2015,Reference_Perfect_PCHES
water_Pennsylvania,340.21008,NA,NA,NA,NA,NA,12872995,1,2020,Reference_Perfect_PCHES
water_Pennsylvania,340.21008,NA,NA,NA,NA,NA,12872995,1,2050,Reference_Perfect_PCHES
water_Oregon,579.16314,NA,NA,NA,NA,NA,12872995,1,2010,Reference_Perfect_PCHES
water_Oregon,579.16314,NA,NA,NA,NA,NA,12872995,1,2015,Reference_Perfect_PCHES
water_Oregon,579.16314,NA,NA,NA,NA,NA,12872995,1,2020,Reference_Perfect_PCHES
water_Oregon,579.16314,NA,NA,NA,NA,NA,12872995,1,2050,Reference_Perfect_PCHES
water_Oklahoma,351.65043,NA,NA,NA,NA,NA,12872995,1,2010,Reference_Perfect_PCHES
water_Oklahoma,351.65043,NA,NA,NA,NA,NA,12872995,1,2015,Reference_Perfect_PCHES
water_Oklahoma,351.65043,NA,NA,NA,NA,NA,12872995,1,2020,Reference_Perfect_PCHES
water_Oklahoma,351.65043,NA,NA,NA,NA,NA,12872995,1,2050,Reference_Perfect_PCHES
water_Ohio,1031.48937,NA,NA,NA,NA,NA,12872995,1,2010,Reference_Perfect_PCHES
